   ID  , Start   ,End ,     64-bit S-E ,     k     ,     l      ,intv 
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,19,68,81604378692,3694786212,3666697895,2
id-0105,20,72,85899345992,2678914604,1552242837,2
id-0105,7,39,30064771111,2517328413,5723368886,56
id-0105,7,40,30064771112,2517328414,1692899264,55
id-0105,6,40,25769803816,2460374630,1692899297,10
id-0105,11,58,47244640314,3923370918,3659487425,34
id-0105,11,59,47244640315,3923370918,3925854951,27
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,12,63,51539607615,3650137026,2543891779,20
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,12,64,51539607616,3650137027,3662209184,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,20,67,85899345987,2678914604,2565320640,13
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,21,68,90194313284,4090286220,3666697887,18
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,22,72,94489280584,4310758669,1552242834,9
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,23,75,98784247883,5488051558,4278210441,8
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,32,76,137438953548,2579110664,2691873517,8
id-0105,5,40,21474836520,762087377,1692899303,4
id-0105,4,40,17179869224,278338960,1692899305,2
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,12,67,51539607619,3650137027,2565320645,2
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,19,68,81604378692,3694786212,3666697895,2
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,20,72,85899345992,2678914604,1552242837,2
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,27,76,115964117068,4899577113,2691873521,2
id-0105,7,39,30064771111,2517328413,5723368886,56
id-0105,7,40,30064771112,2517328414,1692899264,55
id-0105,6,40,25769803816,2460374630,1692899297,10
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,9,59,38654705723,4693580507,3925854970,6
id-0105,12,63,51539607615,3650137026,2543891779,20
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,12,64,51539607616,3650137027,3662209184,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,20,67,85899345987,2678914604,2565320640,13
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,21,68,90194313284,4090286220,3666697887,18
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,32,76,137438953548,2579110664,2691873517,8
id-0105,31,76,133143986252,3670970670,2691873517,6
id-0105,6,40,25769803816,2460374630,1692899297,10
id-0105,5,40,21474836520,762087377,1692899303,4
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,20,67,85899345987,2678914604,2565320640,13
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,21,68,90194313284,4090286220,3666697887,18
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,31,76,133143986252,3670970670,2691873517,6
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,5,40,21474836520,762087377,1692899303,4
id-0105,4,40,17179869224,278338960,1692899305,2
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,12,67,51539607619,3650137027,2565320645,2
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,19,68,81604378692,3694786212,3666697895,2
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,20,72,85899345992,2678914604,1552242837,2
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,27,76,115964117068,4899577113,2691873521,2
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,20,67,85899345987,2678914604,2565320640,13
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,21,68,90194313284,4090286220,3666697887,18
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,31,76,133143986252,3670970670,2691873517,6
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,12,67,51539607619,3650137027,2565320645,2
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,19,68,81604378692,3694786212,3666697895,2
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,20,72,85899345992,2678914604,1552242837,2
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,27,76,115964117068,4899577113,2691873521,2
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,9,59,38654705723,4693580507,3925854970,6
id-0105,12,63,51539607615,3650137026,2543891779,20
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,12,64,51539607616,3650137027,3662209184,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,20,67,85899345987,2678914604,2565320640,13
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,21,68,90194313284,4090286220,3666697887,18
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,22,72,94489280584,4310758669,1552242834,9
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,22,73,94489280585,4310758669,3461279137,8
id-0105,21,73,90194313289,4090286220,3461279137,6
id-0105,23,75,98784247883,5488051558,4278210441,8
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,32,76,137438953548,2579110664,2691873517,8
id-0105,31,76,133143986252,3670970670,2691873517,6
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,12,67,51539607619,3650137027,2565320645,2
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,19,68,81604378692,3694786212,3666697895,2
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,20,72,85899345992,2678914604,1552242837,2
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,27,76,115964117068,4899577113,2691873521,2
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,20,67,85899345987,2678914604,2565320640,13
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,21,68,90194313284,4090286220,3666697887,18
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,10,59,42949673019,1190532062,3925854970,8
id-0105,11,63,47244640319,3923370928,2543891779,17
id-0105,11,64,47244640320,3923370928,3662209184,15
id-0105,9,64,38654705728,4693580509,3662209195,4
id-0105,19,67,81604378691,3694786212,2565320640,7
id-0105,12,67,51539607619,3650137027,2565320645,2
id-0105,20,68,85899345988,2678914604,3666697895,8
id-0105,19,68,81604378692,3694786212,3666697895,2
id-0105,21,72,90194313288,4090286220,1552242834,7
id-0105,20,72,85899345992,2678914604,1552242837,2
id-0105,22,75,94489280587,4310758669,4278210442,7
id-0105,21,75,90194313291,4090286220,4278210442,5
id-0105,30,76,128849018956,2647635148,2691873520,3
id-0105,27,76,115964117068,4899577113,2691873521,2
id-0106,0,20,20,2302333898,3175459370,2
id-0106,20,40,85899345960,2503782636,5451467864,1
id-0106,40,60,171798691900,5297389156,499874233,1
id-0106,0,20,20,2302333898,3175459370,2
id-0106,0,75,75,2302333899,3332561563,1
id-0106,65535,0,281470681743360,0,0,0
id-0107,40,60,171798691900,4887055385,1728717213,1
id-0107,0,44,44,3817284593,4263025931,8
id-0107,0,74,74,3817284593,5853277821,1
id-0107,44,76,188978561100,797367177,2257624175,34
id-0107,42,76,180388626508,648182918,2257624175,32
id-0107,1,42,4294967338,3247690104,3254328300,41
id-0107,0,42,42,3817284566,3254328301,39
id-0107,1,43,4294967339,3247690104,5263065444,39
id-0107,0,43,43,3817284566,5263065445,37
id-0107,2,44,8589934636,534298868,4263025929,11
id-0107,1,44,4294967340,3247690131,4263025930,10
id-0107,1,43,4294967339,3247690104,5263065444,39
id-0107,0,43,43,3817284566,5263065445,37
id-0107,1,44,4294967340,3247690131,4263025930,10
id-0107,0,44,44,3817284593,4263025931,8
id-0107,24,45,103079215149,5448013516,5608583785,3
id-0108,0,20,20,5260593825,3207847981,1
id-0108,20,40,85899345960,5862639883,3620610609,1
id-0108,40,60,171798691900,2112048717,5497175307,1
id-0108,0,76,76,5260593825,2038526493,1
id-0108,27,46,115964117038,5414962721,4226278132,2
id-0109,0,36,36,5305438608,2837317943,36
id-0109,0,76,76,5305438609,2125570400,1
id-0109,9,55,38654705719,964809213,3460168148,30
id-0109,9,56,38654705720,964809213,5329718120,11
id-0109,8,56,34359738424,337067005,5329718129,2
id-0109,11,76,47244640332,576484405,2125570398,3
id-0109,9,76,38654705740,964809220,2125570399,2
id-0110,0,20,20,3922973202,2499778734,1
id-0110,20,40,85899345960,2540636715,2470990046,1
id-0110,40,60,171798691900,2059103705,1658770458,1
id-0110,0,76,76,3922973202,2049661067,1
id-0110,20,39,85899345959,2540636714,2566254409,2
id-0110,35,54,150323855414,2129785395,776889155,2
id-0111,0,20,20,5283451419,1045241969,1
id-0111,20,40,85899345960,5404643428,2945037691,1
id-0111,40,60,171798691900,2669305473,1495922583,1
id-0111,0,74,74,5283451419,3361821227,1
id-0111,24,52,103079215156,1909581213,2106584201,2
id-0111,24,56,103079215160,1909581213,3334765691,2
id-0112,0,20,20,2406014190,812560327,1
id-0112,20,40,85899345960,3828899507,5346672160,1
id-0112,40,60,171798691900,6118413670,2481689376,1
id-0112,0,76,76,2406014190,4179792659,1
id-0112,65535,0,281470681743360,0,0,0
id-0113,0,20,20,2237623406,2068925991,1
id-0113,20,40,85899345960,2902627502,2835905807,1
id-0113,40,60,171798691900,4378473676,5417623660,3
id-0113,0,76,76,2237623406,2111173759,1
id-0113,23,45,98784247853,807239697,3802312061,3
id-0113,25,60,107374182460,3840056058,5417623660,3
id-0113,22,60,94489280572,3300298710,5417623661,2
id-0114,0,20,20,2827714031,3884195742,1
id-0114,20,40,85899345960,667883095,1313283709,1
id-0114,40,60,171798691900,5125368214,2447085613,3
id-0114,0,75,75,2827714031,5866392047,1
id-0114,28,54,120259084342,1768861306,198211629,3
id-0114,28,62,120259084350,1768861306,3920195155,3
id-0115,0,20,20,2357913002,3698471722,1
id-0115,20,40,85899345960,1593589855,2645694821,1
id-0115,40,60,171798691900,3684895933,5232618953,1
id-0115,0,74,74,2357913002,2343072263,1
id-0115,65535,0,281470681743360,0,0,0
id-0116,0,20,20,598525635,2285119199,1
id-0116,20,40,85899345960,1110282512,2929267529,2
id-0116,40,60,171798691900,4965949051,5417095829,1
id-0116,0,73,73,598525635,5806596047,1
id-0116,17,37,73014444069,5457151325,2221569720,3
id-0116,14,40,60129542184,6227166445,2929267529,2
id-0116,23,54,98784247862,3328636317,3130316462,3
id-0116,14,54,60129542198,6227166445,3130316463,2
id-0117,0,20,20,5397238052,4919594291,1
id-0117,20,40,85899345960,2678300280,5405129631,1
id-0117,40,60,171798691900,1645017980,5818774878,1
id-0117,0,74,74,5397238052,4986978128,1
id-0117,65535,0,281470681743360,0,0,0
id-0118,0,20,20,731410790,2482688224,1
id-0118,20,40,85899345960,5011731746,2356833379,1
id-0118,40,60,171798691900,4376932100,3351388218,1
id-0118,0,76,76,731410790,3373762240,1
id-0118,34,53,146028888117,3670455126,3387144979,2
id-0119,0,25,25,2635291494,5998043561,113
id-0119,0,76,76,2635291501,177363161,1
id-0119,16,41,68719476777,5045365173,2984641297,3
id-0119,13,41,55834574889,4951183549,2984641298,2
id-0119,19,42,81604378666,5005786645,5175336210,14
id-0119,21,43,90194313259,2297520249,4247162698,14
id-0119,21,44,90194313260,2297520249,5602389154,8
id-0119,24,46,103079215150,831173178,4096687847,5
id-0119,24,47,103079215151,831173178,4039606691,3
id-0119,26,50,111669149746,4683221988,4093206317,245
id-0119,26,51,111669149747,4683221988,5543491168,242
id-0119,17,51,73014444083,2535717215,5543491394,2
id-0119,27,66,115964117058,1132699338,1700332636,15
id-0119,27,67,115964117059,1132699340,558889289,13
id-0119,29,70,124554051654,2967229418,37164741,13
id-0119,29,72,124554051656,2967229418,599529709,8
id-0119,30,76,128849018956,5504181584,177363154,8
id-0119,26,76,111669149772,4683222157,177363155,7
id-0120,0,20,20,1279738911,3783293214,1
id-0120,20,40,85899345960,1558730049,653359695,1
id-0120,40,60,171798691900,4066399371,3828404547,1
id-0120,0,76,76,1279738911,2103303874,1
id-0120,29,48,124554051632,1969872051,3244451693,2
id-0121,0,20,20,4887037308,3254661455,1
id-0121,20,40,85899345960,5350939291,4427547614,1
id-0121,40,60,171798691900,1876735489,5341499982,1
id-0121,0,76,76,4887037308,1981936192,1
id-0121,35,54,150323855414,1851494215,3131726800,3
id-0121,34,54,146028888118,604228970,3131726801,2
id-0121,36,55,154618822711,106026996,2614538082,2
id-0122,0,20,20,1215011696,2448062503,1
id-0122,20,40,85899345960,2492916520,3923634524,1
id-0122,0,19,19,1215011695,2472313285,2
id-0122,0,52,52,1215011696,4014454409,1
id-0122,35,54,150323855414,2665504052,4316517851,1
id-0122,38,57,163208757305,2540636425,2584486303,1
id-0122,38,58,163208757306,2540636425,2474884054,1
id-0122,40,59,171798691899,5046757488,3644666246,1
id-0122,41,61,176093659197,2541409033,2934310650,2
id-0122,41,62,176093659198,2541409033,5162980055,1
id-0122,53,75,227633266763,2129785395,5072380342,1
id-0122,53,76,227633266764,2129785395,4228707260,1
id-0122,65535,0,281470681743360,0,0,0
id-0123,0,20,20,2419978153,4302622261,16
id-0123,0,76,76,2419978153,3394913025,16
id-0123,65535,0,281470681743360,0,0,0
id-0124,0,20,20,2455519252,4870105742,1
id-0124,20,40,85899345960,5454033803,1282189075,1
id-0124,40,60,171798691900,2553884190,1236227446,1
id-0124,0,76,76,2455519252,2447772421,1
id-0124,65535,0,281470681743360,0,0,0
id-0125,0,20,20,2085268367,5838484955,1
id-0125,20,40,85899345960,5483274365,2491873629,1
id-0125,40,60,171798691900,2489202127,2225894884,1
id-0125,0,76,76,2085268367,2682488975,1
id-0125,65535,0,281470681743360,0,0,0
id-0126,0,20,20,4701650102,5387391066,1
id-0126,20,40,85899345960,4285240085,4307978208,1
id-0126,40,60,171798691900,5628703472,2936115772,1
id-0126,0,76,76,4701650102,789125430,1
id-0126,65535,0,281470681743360,0,0,0
id-0127,33,53,141733920821,4297314940,2670898530,1
id-0127,53,73,227633266761,5250377273,2584838431,1
id-0127,0,19,19,2119995957,2623780233,1
id-0127,20,50,85899345970,845873177,3565921431,1
id-0127,20,74,85899345994,845873177,3672807475,1
id-0127,65535,0,281470681743360,0,0,0
id-0128,0,20,20,567463441,5232128307,2
id-0128,20,40,85899345960,1936529076,5946034307,1
id-0128,0,28,28,567463441,5126999425,2
id-0128,0,41,41,567463442,3071140928,1
id-0128,50,71,214748364871,3370331552,3565712468,2
id-0128,50,74,214748364874,3370331552,4307475353,2
id-0128,0,27,27,567463441,2817423220,2
id-0128,0,28,28,567463441,5126999425,2
id-0129,0,55,55,4283442594,2081517364,36
id-0129,0,65,65,4283442628,5713120356,2
id-0129,45,67,193273528387,5545350245,1776074446,5
id-0129,27,68,115964117060,5574178518,3503630666,3
id-0129,27,69,115964117061,5574178520,1051708298,1
id-0129,56,75,240518168651,754660675,199671416,2
id-0129,3,54,12884901942,1953583973,1063982258,40
id-0129,0,54,54,4283442592,1063982258,38
id-0129,3,55,12884901943,1953583976,2081517364,37
id-0129,0,55,55,4283442594,2081517364,36
id-0129,6,65,25769803841,292045503,5713120355,4
id-0129,4,65,17179869249,615227424,5713120355,3
id-0129,27,67,115964117059,5574178518,1776074446,4
id-0129,27,68,115964117060,5574178518,3503630666,3
id-0129,3,54,12884901942,1953583973,1063982258,40
id-0129,0,54,54,4283442592,1063982258,38
id-0129,3,55,12884901943,1953583976,2081517364,37
id-0129,0,55,55,4283442594,2081517364,36
id-0129,9,57,38654705721,4285745114,4585495627,5
id-0129,24,65,103079215169,1667564077,5713120354,5
id-0129,6,65,25769803841,292045503,5713120355,4
id-0129,45,67,193273528387,5545350245,1776074446,5
id-0129,27,67,115964117059,5574178518,1776074446,4
id-0129,45,68,193273528388,5545350245,3503630666,4
id-0129,3,54,12884901942,1953583973,1063982258,40
id-0129,3,55,12884901943,1953583976,2081517364,37
id-0129,4,65,17179869249,615227424,5713120355,3
id-0129,0,65,65,4283442628,5713120356,2
id-0129,45,67,193273528387,5545350245,1776074446,5
id-0129,27,67,115964117059,5574178518,1776074446,4
id-0129,45,68,193273528388,5545350245,3503630666,4
id-0129,27,68,115964117060,5574178518,3503630666,3
id-0130,0,20,20,4348034883,2660435802,1
id-0130,20,40,85899345960,5201014787,3176211195,1
id-0130,40,60,171798691900,221402128,2046821283,1
id-0130,0,75,75,4348034883,330813947,1
id-0130,36,55,154618822711,6095808754,1010147305,2
id-0130,37,57,158913790009,5808788053,136962083,2
id-0131,0,72,72,2726654405,5310116157,5
id-0131,0,74,74,2726654407,2558811703,3
id-0131,1,60,4294967356,4569082281,5811130153,15
id-0131,4,70,17179869254,6253156277,1234972404,10
id-0131,0,70,70,2726654405,1234972406,8
id-0131,4,71,17179869255,6253156277,3399973670,8
id-0131,0,71,71,2726654405,3399973672,6
id-0131,10,72,42949673032,4848897970,5310116155,8
id-0131,4,72,17179869256,6253156277,5310116155,7
id-0131,16,74,68719476810,4706753164,2558811701,7
id-0131,13,74,55834574922,6195676962,2558811701,6
id-0131,1,60,4294967356,4569082281,5811130153,15
id-0131,4,71,17179869255,6253156277,3399973670,8
id-0131,0,71,71,2726654405,3399973672,6
id-0131,4,72,17179869256,6253156277,5310116155,7
id-0131,0,72,72,2726654405,5310116157,5
id-0131,12,74,51539607626,6240177136,2558811701,5
id-0131,4,74,17179869258,6253156280,2558811702,4
id-0132,0,20,20,2469361102,3897972982,2
id-0132,20,40,85899345960,5198009739,3329244862,3
id-0132,40,60,171798691900,1540586186,236553983,2
id-0132,0,66,66,2469361102,5994587077,2
id-0132,0,76,76,2469361103,2227634450,1
id-0132,18,37,77309411365,2551596793,387608518,4
id-0132,17,37,73014444069,3663969879,387608518,3
id-0132,21,40,90194313256,3053412678,3329244862,5
id-0132,22,41,94489280553,5869627722,5287249878,4
id-0132,20,41,85899345961,5198009739,5287249878,3
id-0132,23,43,98784247851,5055321552,3467015240,3
id-0132,23,44,98784247852,5055321552,1038942017,3
id-0132,20,41,85899345961,5198009739,5287249878,3
id-0132,23,43,98784247851,5055321552,3467015240,3
id-0132,0,54,54,2469361102,4266811688,2
id-0132,0,66,66,2469361102,5994587077,2
id-0133,0,20,20,2208836066,2346801904,1
id-0133,20,40,85899345960,3649575747,4512359480,1
id-0133,40,60,171798691900,4384887328,2922695832,1
id-0133,0,76,76,2208836066,713771140,1
id-0133,32,51,137438953523,2598850044,348361256,2
id-0133,37,56,158913790008,5763305234,386785657,2
id-0134,40,60,171798691900,1492274042,5071392913,1
id-0134,0,33,33,2647871374,2443660333,2
id-0134,0,76,76,2647871375,2346995868,1
id-0134,1,32,4294967328,3671521564,2454463930,6
id-0134,0,32,32,2647871374,2454463933,3
id-0134,11,33,47244640289,2562027673,2443660330,6
id-0134,1,33,4294967329,3671521564,2443660330,5
id-0134,15,45,64424509485,2043210680,4277126857,65
id-0134,15,47,64424509487,2043210714,5088298837,11
id-0134,14,52,60129542196,3553730232,5276151118,10
id-0134,15,52,64424509492,2043210714,5276151118,11
id-0134,17,54,73014444086,3118117977,2556343419,13
id-0134,14,54,60129542198,3553730232,2556343422,10
id-0134,31,55,133143986231,4093115271,3664919390,52
id-0134,30,55,128849018935,4038802114,3664919390,2
id-0134,34,56,146028888120,4037660451,1104904873,5
id-0134,31,56,133143986232,4093115320,1104904873,3
id-0134,38,57,163208757305,3870692016,376559062,5
id-0134,34,57,146028888121,4037660454,376559062,2
id-0134,38,58,163208757306,3870692016,3214100625,2
id-0135,0,20,20,2549152650,3397388865,1
id-0135,20,40,85899345960,2496591686,2566947235,1
id-0135,40,60,171798691900,817729693,604546880,1
id-0135,0,76,76,2549152650,1979689296,1
id-0135,65535,0,281470681743360,0,0,0
id-0136,0,20,20,2319814611,3807364335,1
id-0136,20,40,85899345960,2910582553,1224163888,1
id-0136,40,60,171798691900,6115097223,2627301176,1
id-0136,0,75,75,2319814611,2628097726,1
id-0136,21,44,90194313260,5306518424,3148392452,2
id-0136,21,45,90194313261,5306518424,3791363412,2
id-0137,0,20,20,2418746811,5304219775,9
id-0137,39,59,167503724603,2363115044,3537769540,1
id-0137,0,33,33,2418746812,5055001042,8
id-0137,0,39,39,2418746812,1221409954,2
id-0137,21,43,90194313259,2998331707,2953990568,1
id-0137,21,44,90194313260,2998331707,2570003314,1
id-0137,38,76,163208757324,4993274132,2546428822,1
id-0137,0,20,20,2418746811,5304219775,9
id-0137,3,27,12884901915,1152043212,4889393969,10
id-0137,0,27,27,2418746811,4889393969,9
id-0137,8,28,34359738396,4383820103,2794832123,9
id-0137,11,33,47244640289,2865571609,5055001041,11
id-0137,8,33,34359738401,4383820103,5055001041,9
id-0137,0,20,20,2418746811,5304219775,9
id-0137,3,27,12884901915,1152043212,4889393969,10
id-0137,8,33,34359738401,4383820103,5055001041,9
id-0137,0,33,33,2418746812,5055001042,8
id-0137,15,34,64424509474,2526801735,4226050792,3
id-0137,15,35,64424509475,2526801735,4069272679,3
id-0137,44,66,188978561090,5337598637,2538780310,2
id-0137,49,76,210453397580,5428745972,2546428821,3
id-0137,44,76,188978561100,5337598637,2546428821,2
id-0138,0,20,20,3710987759,1181791504,1
id-0138,20,40,85899345960,2105649616,2656819457,1
id-0138,40,60,171798691900,3624675054,754281399,1
id-0138,0,67,67,3710987759,5159531341,1
id-0138,65535,0,281470681743360,0,0,0
id-0139,0,20,20,3835996132,2154382908,7
id-0139,0,28,28,3835996134,1016815254,3
id-0139,0,76,76,3835996134,4311942151,1
id-0139,1,26,4294967322,3325686309,1249592115,6
id-0139,0,26,26,3835996132,1249592116,5
id-0139,1,27,4294967323,3325686310,3404125029,5
id-0139,0,27,27,3835996133,3404125030,4
id-0139,3,28,12884901916,3176138119,1016815216,41
id-0139,1,28,4294967324,3325686311,1016815253,4
id-0139,6,65,25769803841,1546274934,3390334869,26
id-0139,5,65,21474836545,510156304,3390334886,9
id-0139,6,66,25769803842,1546274934,3853674892,24
id-0139,5,66,21474836546,510156304,3853674908,8
id-0139,11,67,47244640323,3942911660,1166231872,19
id-0139,6,67,25769803843,1546274948,1166231881,10
id-0139,6,66,25769803842,1546274934,3853674892,24
id-0139,5,66,21474836546,510156304,3853674908,8
id-0139,6,67,25769803843,1546274948,1166231881,10
id-0139,5,67,21474836547,510156309,1166231888,3
id-0139,28,68,120259084356,780335857,393126423,7
id-0139,28,69,120259084357,780335857,4523558591,5
id-0139,14,69,60129542213,4905020435,4523558591,2
id-0139,36,71,154618822727,4104449986,5558603063,4
id-0139,36,72,154618822728,4104449986,2983531525,3
id-0139,29,72,124554051656,2541872525,2983531525,2
id-0140,0,20,20,2678113144,1999568194,1
id-0140,20,40,85899345960,802175433,2490014036,1
id-0140,40,60,171798691900,2666369284,3285269982,1
id-0140,0,75,75,2678113144,2465143850,1
id-0140,19,38,81604378662,3299257989,3648390331,2
id-0140,25,51,107374182451,3687170439,2645428945,3
id-0140,24,51,103079215155,1111972470,2645428946,2
id-0140,28,55,120259084343,2623309970,2490001342,5
id-0140,27,55,115964117047,3681014515,2490001342,3
id-0140,32,58,137438953530,3934082123,2324274093,19
id-0140,31,58,133143986234,2666367825,2324274100,10
id-0140,32,59,137438953531,3934082136,731722478,6
id-0140,31,59,133143986235,2666367831,731722480,4
id-0141,0,20,20,2428039166,2806930923,1
id-0141,20,40,85899345960,2937647187,1222399457,1
id-0141,40,60,171798691900,5135538954,4940010632,1
id-0141,0,75,75,2428039166,1660611468,1
id-0141,21,40,90194313256,5400747501,1222399457,2
id-0141,22,41,94489280553,3672435927,406844430,2
id-0141,29,48,124554051632,755671637,3217985490,2
id-0141,29,49,124554051633,755671637,3809188888,2
id-0141,34,54,146028888118,759616831,4384981644,2
id-0141,34,55,146028888119,759616831,5653776368,2
id-0142,0,20,20,3997419419,2485625293,1
id-0142,0,20,20,3997419419,2485625293,1
id-0142,21,47,90194313263,3640931404,2606629490,1
id-0142,21,48,90194313264,3640931404,3677500028,1
id-0142,42,61,180388626493,153849415,3950981260,1
id-0142,46,65,197568495681,3634973777,2575565405,1
id-0142,49,75,210453397579,2303356585,3073845730,1
id-0142,49,76,210453397580,2303356585,2601086594,1
id-0142,65535,0,281470681743360,0,0,0
id-0143,0,20,20,2440931736,5033239894,1
id-0143,20,40,85899345960,2489815635,2649961609,2
id-0143,40,60,171798691900,2675769075,2850906427,1
id-0143,0,76,76,2440931736,3762824878,1
id-0143,20,40,85899345960,2489815635,2649961609,2
id-0143,20,41,85899345961,2489815635,3687530731,2
id-0144,0,65,65,1920467885,2969313861,2
id-0144,0,75,75,1920467886,602752463,1
id-0144,1,58,4294967354,430408641,5543854196,14
id-0144,5,63,21474836543,3498006266,3995421679,7
id-0144,5,64,21474836544,3498006266,5507998020,6
id-0144,0,64,64,1920467884,5507998020,4
id-0144,10,73,42949673033,5904854236,86344304,4
id-0144,5,73,21474836553,3498006268,86344305,3
id-0144,23,74,98784247882,5052369591,1847626631,4
id-0144,15,74,64424509514,2528997858,1847626632,3
id-0144,24,75,103079215179,2559152462,602752462,4
id-0144,23,75,98784247883,5052369592,602752462,3
id-0144,1,58,4294967354,430408641,5543854196,14
id-0144,5,64,21474836544,3498006266,5507998020,6
id-0144,0,64,64,1920467884,5507998020,4
id-0144,5,65,21474836545,3498006267,2969313861,4
id-0144,0,65,65,1920467885,2969313861,2
id-0144,10,73,42949673033,5904854236,86344304,4
id-0144,5,73,21474836553,3498006268,86344305,3
id-0144,15,74,64424509514,2528997858,1847626632,3
id-0144,23,75,98784247883,5052369592,602752462,3
id-0144,12,75,51539607627,2935834445,602752463,2
id-0145,0,20,20,2069935241,5994090713,2
id-0145,20,40,85899345960,3380454134,5044851595,1
id-0145,40,60,171798691900,659643502,2736745688,1
id-0145,0,20,20,2069935241,5994090713,2
id-0145,0,76,76,2069935242,3706344083,1
